company_id,car_num,activity,deal_num,VAL,abon,LTV
24410,0,611,3,7536,0,7536
24409,1,236,3,4944,175,5119
24408,0,233,12,29418,0,29418
24407,0,238,3,3254,0,3254
24406,0,240,1,4508,0,4508
24403,4,229,7,15492,350,15842
24402,1,880,2,3454,350,3804
24401,0,880,2,3252,350,3602
24399,1,705,3,4944,225,5169
24398,1,229,5,8444,450,8894
24396,0,880,1,19000,0,19000
24395,0,231,5,3599,338,3937
24391,10,239,17,111454,2200,113654
24389,2,229,6,7178,169,7347
24387,2,232,9,9730,4200,13930
24386,0,880,4,14490,0,14490
24383,2,229,13,18822,450,19272
24381,0,232,6,52850,0,52850
24379,0,229,3,4699,434,5133
24378,2,238,11,20109,550,20659
24372,0,240,7,12750,0,12750
24370,1,229,3,4944,350,5294
24368,6,231,4,5420,680,6100
24366,0,880,2,3444,350,3794
24365,1,229,17,20939,434,21373
24364,2,229,6,32418,450,32868
24362,4,880,13,30038,1350,31388
24361,1,862,5,10868,450,11318
24360,0,233,1,19000,0,19000
24358,2,231,16,11520,338,11858
24355,4,236,3,21040,1800,22840
24349,1,229,16,16979,2844,19823
24347,0,229,1,2950,0,2950
24346,1,229,6,11454,550,12004
24345,0,238,3,7600,0,7600
24344,0,856,9,9383,0,9383
24340,1,229,6,12454,275,12729
24339,1,229,3,4944,450,5394
24338,1,229,2,3444,0,3444
24336,3,233,6,11776,700,12476
24335,1,705,2,3444,350,3794
24334,3,238,4,11236,350,11586
24333,1,693,5,3799,338,4137
24327,1,229,4,10600,0,10600
24326,0,880,2,4800,0,4800
24324,0,229,6,11454,0,11454
24318,0,240,6,32796,0,32796
24315,1,617,4,5247,169,5416
24314,1,231,2,3444,450,3894
24313,12,850,3,41448,350,41798
24312,0,880,5,6299,175,6474
24311,0,880,5,19890,0,19890
24310,1,229,6,12454,550,13004
24309,1,617,3,5305,450,5755
24307,1,838,3,4944,350,5294
24305,0,229,6,11454,265,11719
24303,5,229,8,11832,175,12007
24301,0,229,3,3594,0,3594
24300,0,880,3,4944,350,5294
24295,0,880,1,4825,0,4825
24293,0,880,2,3444,450,3894
24291,1,234,3,4699,338,5037
24286,0,229,6,11454,450,11904
24285,1,705,3,3954,175,4129
24283,36,693,67,74206,900,75106
24281,10,693,9,13841,2100,15941
24275,0,233,8,16715,0,16715
24274,2,229,6,14832,1050,15882
24272,0,693,5,3959,450,4409
24270,0,240,5,12630,0,12630
24268,2,229,3,4058,350,4408
24259,0,856,1,1300,0,1300
24257,1,240,7,12464,450,12914
24256,5,231,15,31495,1050,32545
24255,0,229,4,11600,0,11600
24254,1,230,2,3444,350,3794
24253,1,234,7,15544,450,15994
24252,2,238,3,9888,700,10588
24251,3,229,6,9888,350,10238
24250,3,868,6,20222,1350,21572
24249,1,229,10,16398,450,16848
24248,0,868,2,3570,350,3920
24245,9,238,9,15074,4050,19124
24244,0,880,1,900,0,900
24242,2,230,2,6936,4939,11875
24241,2,236,13,20832,550,21382
24239,2,617,6,9888,105,9993
24238,3,233,13,43151,550,43701
24235,5,240,9,34781,450,35231
24234,0,880,7,12850,0,12850
24231,0,880,1,4825,0,4825
24230,0,235,14,46236,450,46686
24229,3,229,23,67204,1100,68304
24227,1,233,8,13954,413,14367
24225,2,235,2,9888,900,10788
24223,1,705,3,4944,350,5294
24221,2,844,4,6444,450,6894
24220,2,229,11,21173,450,21623
24219,0,233,1,2000,0,2000
24218,1,874,2,3444,350,3794
24217,0,229,3,4944,0,4944
24215,1,611,3,3094,175,3269
24213,1,229,7,11682,225,11907
24212,0,240,1,26980,0,26980
24210,0,235,1,6390,0,6390
24209,0,229,3,4944,350,5294
24208,2,233,7,24108,450,24558
24207,0,233,1,19600,0,19600
24203,1,705,3,1954,650,2604
24201,0,239,4,10600,0,10600
24200,1,229,3,4944,450,5394
24197,0,229,6,15370,0,15370
24196,0,240,5,22500,0,22500
24195,1,234,2,3444,350,3794
24194,2,231,6,9399,700,10099
24193,0,229,4,9274,0,9274
24192,4,862,4,6696,900,7596
24191,0,235,1,2934,12600,15534
24190,2,617,3,9888,450,10338
24188,0,705,7,12750,0,12750
24186,2,229,4,2615,350,2965
24184,0,229,4,9915,0,9915
24182,1,705,8,11243,350,11593
24181,8,240,11,82440,3300,85740
24179,0,229,3,14000,0,14000
24178,0,235,2,46200,161700,207900
24177,1,705,5,5809,338,6147
24176,0,880,4,6500,0,6500
24175,0,235,4,6500,0,6500
24174,5,611,28,80710,550,81260
24172,0,880,3,11890,0,11890
24171,2,229,3,9888,900,10788
24164,0,233,1,19400,0,19400
24163,1,233,11,26862,450,27312
24162,0,874,8,15390,0,15390
24161,0,862,1,16833,0,16833
24160,4,611,7,20376,900,21276
24159,2,239,14,24108,550,24658
24156,0,880,4,19690,0,19690
24154,2,229,6,8528,900,9428
24153,1,233,3,3398,2700,6098
24152,5,229,11,27366,1800,29166
24151,1,231,5,5799,350,6149
24147,0,230,4,10600,0,10600
24145,0,611,2,3252,338,3590
24142,6,229,11,37136,700,37836
24135,0,229,3,10800,0,10800
24134,1,229,3,4700,338,5038
24133,1,705,3,4944,350,5294
24131,1,233,2,3805,350,4155
24130,0,229,1,2444,0,2444
24127,0,239,2,7350,0,7350
24126,2,239,9,26108,1100,27208
24125,4,687,12,43788,275,44063
24123,2,234,3,7508,900,8408
24121,1,705,3,2594,60,2654
24119,24,239,7,19874,900,20774
24118,0,874,1,1300,0,1300
24117,1,236,6,9954,550,10504
24116,0,693,3,3012,450,3462
24115,1,236,10,30810,990,31800
24114,0,880,2,2501,0,2501
24112,3,229,2,6888,450,7338
24108,3,880,8,10473,1050,11523
24104,1,880,3,3454,350,3804
24103,0,240,9,34430,0,34430
24100,2,234,14,25908,900,26808
24097,2,229,12,24908,450,25358
24096,0,231,3,8508,450,8958
24095,0,234,3,2454,350,2804
24094,0,235,3,5700,0,5700
24093,3,229,3,14832,350,15182
24091,0,229,3,4944,350,5294
24088,1,229,3,4944,350,5294
24084,5,229,16,33510,450,33960
24083,1,229,7,11754,550,12304
24082,0,610,6,5700,0,5700
24081,1,231,5,3809,350,4159
24080,0,236,16,95712,0,95712
24078,8,239,6,21632,405,22037
24077,5,231,17,19236,338,19574
24075,1,229,6,10954,450,11404
24074,1,229,2,3348,350,3698
24073,0,229,1,2450,0,2450
24072,1,862,3,4944,350,5294
24071,0,705,2,3444,350,3794
24070,1,705,3,4944,450,5394
24067,0,229,3,4944,338,5282
24064,0,705,5,23090,0,23090
24063,1,233,3,3454,450,3904
24062,1,236,4,5544,450,5994
24061,1,230,6,163494,350,163844
24058,2,617,2,8000,640,8640
24056,1,693,3,3754,175,3929
24055,0,229,7,24800,0,24800
24054,18,844,17,93806,6300,100106
24053,0,240,1,16690,0,16690
24052,0,238,1,30000,0,30000
24050,1,880,5,6954,434,7388
24049,2,862,3,9888,900,10788
24048,5,231,7,18674,700,19374
24045,0,229,5,8922,0,8922
24043,1,236,1,1000,275,1275
24042,2,229,3,7188,700,7888
24041,0,229,2,7000,0,7000
24036,6,234,6,11844,700,12544
24028,0,229,1,3000,0,3000
24027,2,236,12,22058,450,22508
24025,0,240,3,10610,900,11510
24022,1,231,5,6105,650,6755
24021,7,238,9,36565,350,36915
24019,0,233,7,59820,0,59820
24015,0,237,3,7600,0,7600
24014,0,233,16,116908,4400,121308
24013,1,229,8,16507,490,16997
24010,3,611,7,20022,700,20722
24007,4,229,12,24076,1350,25426
23995,7,617,15,25068,1050,26118
23991,0,229,6,24720,700,25420
23987,0,232,2,3444,350,3794
23986,2,862,4,10600,640,11240
23985,0,229,4,9800,0,9800
23984,0,231,4,5409,450,5859
23982,9,231,34,25334,350,25684
23981,0,705,6,25790,0,25790
23976,0,232,2,8650,0,8650
23971,0,236,5,8955,0,8955
23970,0,229,21,72810,0,72810
23969,0,238,6,18550,0,18550
23967,13,229,26,42516,700,43216
23965,33,844,3,30040,11700,41740
23963,2,236,6,9888,450,10338
23958,0,880,1,200,0,200
23953,0,229,5,11633,0,11633
23952,2,229,17,23951,350,24301
23950,0,229,3,6568,700,7268
23949,0,610,4,16790,0,16790
23946,3,229,8,36962,1650,38612
23945,2,229,5,11974,900,12874
23942,1,705,2,2500,350,2850
23941,1,880,5,3809,338,4147
23939,2,236,18,28152,450,28602
23938,0,238,1,5290,0,5290
23936,0,617,3,4944,350,5294
23931,1,229,5,8204,450,8654
23930,4,230,11,14276,145,14421
23924,1,880,5,6094,225,6319
23919,0,862,5,4284,338,4622
23918,1,229,3,4944,350,5294
23917,2,880,2,3444,700,4144
23915,1,880,3,2454,350,2804
23910,0,236,4,11600,0,11600
23908,1,234,7,11560,1050,12610
23907,2,705,2,6682,4200,10882
23906,1,240,11,22404,550,22954
23904,0,229,1,700,0,700
23902,0,229,1,3500,0,3500
23901,4,230,4,7135,700,7835
23899,18,229,44,89198,350,89548
23896,3,862,4,9762,1050,10812
23891,1,880,2,4000,0,4000
23890,0,862,1,500,0,500
23888,1,234,3,4944,450,5394
23882,0,234,1,228800,0,228800
23881,4,880,3,23828,0,23828
23877,7,610,9,32578,525,33103
23873,0,229,7,37150,0,37150
23867,1,880,6,10608,338,10946
23864,2,229,5,6016,490,6506
23858,3,862,6,14342,338,14680
23851,1,229,3,4944,175,5119
23849,0,844,7,12464,450,12914
23848,3,234,6,13482,700,14182
23847,0,233,12,32450,0,32450
23846,0,236,22,138356,4950,143306
23842,0,235,1,30000,0,30000
23841,0,233,1,16000,0,16000
23840,1,844,6,12454,550,13004
23839,1,229,6,12815,550,13365
23838,0,229,3,11890,0,11890
23836,1,238,3,4944,350,5294
23834,1,229,3,4699,338,5037
23832,0,235,11,54580,0,54580
23829,4,617,6,17416,1800,19216
23821,0,229,2,7500,0,7500
23818,1,229,2,80000,0,80000
23817,13,233,11,90260,1350,91610
23816,0,229,3,7308,0,7308
23815,1,229,3,3968,350,4318
23813,1,236,6,10855,550,11405
23812,3,232,26,71245,900,72145
23810,1,880,4,7805,350,8155
23809,0,880,4,10600,0,10600
23807,1,239,3,4944,450,5394
23805,4,229,12,61910,700,62610
23804,4,693,5,9502,350,9852
23803,5,844,6,18124,175,18299
23802,0,856,2,59819,225,60044
23795,1,880,2,3444,175,3619
23793,0,230,2,42600,0,42600
23792,7,231,9,31942,1750,33692
23791,1,693,3,4944,350,5294
23789,1,236,2,3444,428,3872
23788,2,693,6,8415,175,8590
23787,0,693,3,4944,350,5294
23785,10,236,19,118540,275,118815
23782,1,844,4,5554,169,5723
23779,0,239,10,23000,0,23000
23778,2,239,5,7855,350,8205
23777,1,229,3,3594,350,3944
23775,0,232,37,30994,0,30994
23773,1,230,3,4944,350,5294
23770,0,229,6,9888,700,10588
23766,0,229,5,55700,0,55700
23765,1,693,5,6299,350,6649
23764,0,705,5,11733,0,11733
23763,1,231,5,6002,350,6352
23758,0,229,2,30000,0,30000
23757,1,880,5,8900,175,9075
23753,0,880,5,22215,0,22215
23752,0,880,1,2444,0,2444
23750,0,239,6,11454,0,11454
23746,21,229,27,163468,2750,166218
23744,1,234,4,6444,450,6894
23743,1,240,3,4196,350,4546
23741,0,844,3,5690,0,5690
23739,0,880,1,5000,0,5000
23738,1,234,4,6444,225,6669
23737,19,611,13,249145,600,249745
23736,0,233,1,61200,0,61200
23734,8,229,13,36052,350,36402
23731,1,234,3,4944,450,5394
23730,0,880,1,1900,0,1900
23724,1,617,3,3594,350,3944
23723,0,880,3,10690,0,10690
23722,1,239,3,4944,350,5294
23720,1,229,5,5444,550,5994
23715,0,234,7,11950,0,11950
23713,1,235,8,13954,550,14504
23710,0,880,3,4944,450,5394
23708,0,229,4,15800,0,15800
23705,0,880,1,150,0,150
23704,4,229,11,50595,1592,52187
23697,1,235,3,4944,350,5294
23696,0,880,7,12750,0,12750
23694,1,239,3,4944,175,5119
23688,3,229,8,13246,869,14115
23685,0,238,8,27995,0,27995
23683,0,229,4,10600,0,10600
23681,2,229,14,24498,225,24723
23680,0,229,5,44080,0,44080
23679,1,705,3,3199,338,3537
23677,3,232,22,101296,1650,102946
23676,1,234,3,4944,350,5294
23674,1,862,10,17794,450,18244
23673,1,229,3,4944,450,5394
23670,0,229,9,21650,0,21650
23668,0,229,7,16600,0,16600
23664,2,229,11,22764,550,23314
23662,0,232,4,18640,0,18640
23659,1,237,8,6964,412,7376
23658,1,239,3,4944,450,5394
23655,3,617,23,25700,700,26400
23654,3,844,7,9454,450,9904
23653,3,234,11,25297,550,25847
23652,1,229,3,3594,350,3944
23649,0,229,1,1700,0,1700
23648,1,231,3,4944,350,5294
23646,1,229,6,19415,300,19715
23643,1,229,2,3444,350,3794
23640,5,229,3,23770,21000,44770
23636,0,229,8,13883,0,13883
23634,6,239,27,64342,450,64792
23633,0,235,4,8900,0,8900
23632,1,234,3,4659,169,4828
23631,3,236,19,34366,550,34916
23625,1,231,3,4699,200,4899
23624,5,233,15,68271,1800,70071
23622,0,229,3,4699,350,5049
23619,2,229,13,21122,450,21572
23616,3,229,13,30271,869,31140
23615,0,238,5,14110,0,14110
23613,5,235,16,67772,900,68672
23612,0,236,25,1487560,0,1487560
23611,4,844,3,10776,1350,12126
23610,1,856,5,9955,350,10305
23609,0,233,16,84729,675,85404
23608,1,844,6,21928,450,22378
23607,3,234,12,32784,225,33009
23601,1,880,5,6203,350,6553
23600,0,229,6,14850,0,14850
23599,0,235,2,8000,0,8000
23598,16,233,16,28920,0,28920
23597,3,234,6,14352,1350,15702
23595,3,235,6,13662,1050,14712
23592,8,239,4,12640,1800,14440
23590,8,229,4,35794,350,36144
23589,1,229,5,8124,350,8474
23584,0,229,16,64320,0,64320
23580,0,239,1,170,0,170
23578,1,617,3,4944,450,5394
23577,0,693,3,17816,1400,19216
23576,1,856,6,10855,350,11205
23575,0,880,5,9417,0,9417
23569,0,229,1,3260,0,3260
23568,0,232,15,23880,0,23880
23567,2,844,15,27398,450,27848
23565,0,229,2,2954,225,3179
23564,9,239,5,12660,525,13185
23563,2,231,3,7188,700,7888
23562,0,880,2,7050,0,7050
23561,0,838,3,9888,0,9888
23558,2,617,5,8412,900,9312
23557,0,235,6,13999,0,13999
23556,1,880,6,9888,350,10238
23555,1,237,4,6444,350,6794
23554,1,610,4,6444,350,6794
23553,1,229,2,3444,350,3794
23552,2,231,15,17811,700,18511
23548,0,844,7,23450,0,23450
23547,1,880,3,4699,338,5037
23546,3,234,5,18670,1050,19720
23545,0,229,5,11733,0,11733
23544,0,234,3,4734,350,5084
23541,5,229,9,19264,1650,20914
23539,0,236,3,4944,0,4944
23538,7,239,4,7500,3150,10650
23536,1,236,8,8858,550,9408
23534,0,229,3,4944,338,5282
23526,2,880,6,10542,225,10767
23524,1,693,3,4420,338,4758
23520,3,229,25,50876,4800,55676
23519,1,617,1,16300,0,16300
23518,0,236,8,14764,0,14764
23511,9,229,27,106000,1800,107800
23508,0,862,2,3444,338,3782
23507,19,229,31,155081,700,155781
23505,0,229,17,48942,0,48942
23504,1,229,6,11454,550,12004
23501,4,880,10,10883,169,11052
23500,6,693,9,32850,1750,34600
23497,0,880,7,17200,0,17200
23495,5,235,3,17020,2250,19270
23492,13,237,2,65850,3040,68890
23489,0,232,3,10050,0,10050
23484,1,880,3,4944,333,5277
23483,0,687,8,21160,0,21160
23482,6,844,6,26534,350,26884
23480,3,880,8,23542,700,24242
23477,2,229,5,16930,700,17630
23476,0,880,4,10600,0,10600
23475,8,239,6,34552,3150,37702
23473,0,229,4,5444,350,5794
23472,0,240,18,22562,1100,23662
23471,0,229,1,3800,0,3800
23466,0,844,3,4405,350,4755
23464,0,229,2,9762,700,10462
23462,1,229,4,10600,0,10600
23461,1,229,13,21254,550,21804
23460,1,880,3,5944,434,6378
23457,2,229,15,23272,450,23722
23456,0,233,1,20900,0,20900
23455,0,880,1,350,0,350
23453,0,705,3,4699,338,5037
23452,0,862,1,1550,0,1550
23451,1,229,2,3444,175,3619
23450,1,229,8,10008,450,10458
23449,1,229,5,22390,0,22390
23448,0,880,4,10600,0,10600
23447,1,229,3,5182,338,5520
23440,0,611,1,10000,8000,18000
23437,0,232,5,18300,0,18300
23436,4,229,6,18876,350,19226
23434,6,229,7,19030,450,19480
23432,0,229,4,10600,0,10600
23429,1,229,9,13374,450,13824
23427,0,240,2,21500,0,21500
23426,9,229,17,74886,450,75336
23425,2,229,1,1900,2250,4150
23424,0,238,1,1300,0,1300
23423,4,231,11,13546,313,13859
23422,1,610,4,6147,350,6497
23419,2,229,5,8388,175,8563
23418,0,235,4,8700,0,8700
23417,2,229,12,31480,399,31879
23416,1,229,7,12464,550,13014
23414,13,610,16,63744,2800,66544
23412,1,229,4,12890,0,12890
23411,7,862,6,20678,2100,22778
23409,0,880,7,11326,0,11326
23407,1,880,3,3944,350,4294
23405,10,229,14,47566,900,48466
23404,0,229,7,11275,0,11275
23399,18,617,3,62172,5940,68112
23398,0,229,3,7600,0,7600
23397,2,229,3,10696,900,11596
23395,1,239,12,22908,450,23358
23394,2,611,3,7488,900,8388
23393,1,229,7,12954,750,13704
23390,0,235,2,3444,350,3794
23388,1,705,2,3000,350,3350
23387,1,229,6,21928,550,22478
23386,1,235,3,4944,225,5169
23384,11,234,31,108129,4500,112629
23383,1,233,7,12054,550,12604
23380,0,880,1,3500,0,3500
23378,1,880,2,3444,175,3619
23377,1,229,6,12454,450,12904
23376,4,234,3,19376,900,20276
23375,0,229,4,10100,0,10100
23374,1,229,10,22054,550,22604
23372,3,229,17,30112,450,30562
23370,0,231,3,19776,1400,21176
23368,1,229,3,4700,338,5038
23365,0,238,12,63619,0,63619
23364,0,880,3,3944,350,4294
23363,0,239,14,25319,350,25669
23362,0,229,2,4250,0,4250
23361,2,229,6,18726,900,19626
23360,7,229,3,4944,2450,7394
23359,0,229,6,11734,0,11734
23356,0,850,3,4944,1750,6694
23354,2,229,3,9888,2100,11988
23352,0,880,1,1,0,1
23351,2,229,6,9152,350,9502
23348,0,229,5,11850,0,11850
23341,0,229,7,11144,350,11494
23340,1,229,3,5305,350,5655
23338,0,229,1,460,0,460
23337,1,237,6,11209,338,11547
23335,1,240,3,4944,415,5359
23334,0,229,2,3000,0,3000
23333,0,238,3,4944,450,5394
23330,0,233,1,20471,0,20471
23329,3,229,1,1000,1800,2800
23328,0,229,3,4944,450,5394
23327,4,236,9,19242,700,19942
23324,1,229,3,2954,350,3304
23323,0,862,2,4000,0,4000
23322,0,229,3,3954,350,4304
23321,0,880,5,16518,350,16868
23320,2,880,3,2454,700,3154
23319,3,234,6,14172,1350,15522
23318,1,229,6,7315,434,7749
23317,0,238,4,5194,350,5544
23313,0,229,4,4812,0,4812
23312,2,229,14,18362,225,18587
23311,0,229,6,12690,0,12690
23310,0,880,4,17400,0,17400
23309,0,236,2,3444,350,3794
23306,2,234,6,9888,350,10238
23305,4,617,7,24276,1800,26076
23299,0,880,7,17200,0,17200
23298,0,231,5,5809,350,6159
23297,0,229,4,9550,0,9550
23295,1,229,6,17964,450,18414
23294,1,233,1,15897,0,15897
23291,1,229,7,13454,225,13679
23288,1,880,3,4944,450,5394
23287,0,233,1,16000,0,16000
23281,1,236,3,6510,450,6960
23280,0,880,1,2380,0,2380
23278,0,233,2,3150,0,3150
23277,1,617,8,6150,350,6500
23272,12,229,3,10782,435,11217
23270,1,238,3,3594,350,3944
23269,0,236,1,490,0,490
23268,0,705,2,1001,241,1242
23267,0,229,6,11990,0,11990
23266,0,874,9,9930,0,9930
23265,2,850,8,46650,1100,47750
23264,3,880,6,10480,450,10930
23261,0,229,6,8912,0,8912
23258,0,705,3,11890,0,11890
23257,0,617,1,17400,0,17400
23256,1,611,2,3444,350,3794
23254,1,229,3,4944,450,5394
23253,12,234,13,13500,700,14200
23252,1,229,8,13954,550,14504
23250,2,229,3,9888,900,10788
23248,12,231,7,20130,3740,23870
23247,0,231,1,1690,0,1690
23245,1,880,6,17328,550,17878
23244,2,229,6,22908,900,23808
23243,0,880,3,4944,350,5294
23242,1,880,6,10964,450,11414
23241,1,229,3,4954,2700,7654
23240,5,229,18,25719,700,26419
23239,7,229,18,31638,350,31988
23236,20,236,3,4944,5400,10344
23233,3,862,3,11832,1050,12882
23232,8,238,28,55254,1100,56354
23230,0,229,5,9900,0,9900
23228,1,693,2,3444,350,3794
23224,2,239,6,9888,350,10238
23222,2,231,12,12012,350,12362
23221,0,236,3,4944,350,5294
23220,0,229,1,12930,0,12930
23219,1,230,3,4444,350,4794
23215,0,880,8,10744,0,10744
23214,2,229,6,9888,450,10338
23209,1,234,3,4944,350,5294
23208,0,705,2,3185,338,3523
23207,1,234,4,5444,450,5894
23206,3,236,17,53252,450,53702
23204,3,229,11,27214,900,28114
23203,1,229,7,32090,0,32090
23200,3,229,9,10782,175,10957
23198,3,229,6,9347,350,9697
23195,0,229,4,10600,0,10600
23192,0,229,7,25500,0,25500
23191,1,236,3,4699,338,5037
23190,3,229,29,46804,900,47704
23189,0,229,4,5544,450,5994
23186,1,229,7,12307,217,12524
23185,3,229,12,19846,450,20296
23184,1,229,10,23054,550,23604
23183,1,229,3,4944,350,5294
23181,0,229,1,3500,0,3500
23179,4,229,7,25430,2100,27530
23178,0,229,1,9690,0,9690
23177,0,229,6,13500,0,13500
23176,0,229,11,24900,0,24900
23175,1,862,3,5305,350,5655
23172,0,229,3,4944,350,5294
23171,0,229,4,16020,550,16570
23169,0,229,1,255,0,255
23165,1,234,3,4944,350,5294
23163,1,229,2,4468,900,5368
23162,1,229,6,17964,550,18514
23156,0,233,3,3594,350,3944
23155,1,880,3,4944,350,5294
23152,2,229,5,22908,1100,24008
23149,0,229,2,2500,225,2725
23148,0,862,2,19780,0,19780
23147,2,238,10,55028,900,55928
23146,0,880,1,22100,0,22100
23144,1,229,14,65660,0,65660
23142,2,230,4,2609,350,2959
23138,2,233,3,9888,700,10588
23137,20,236,2,20160,0,20160
23136,0,236,4,36000,7000,43000
23134,19,239,42,149221,350,149571
23130,3,238,6,14832,350,15182
23128,2,231,8,10743,350,11093
23127,3,229,7,14982,350,15332
23125,1,238,6,8964,550,9514
23123,1,229,7,13368,399,13767
23116,1,229,2,1454,350,1804
23113,1,617,3,4944,350,5294
23112,0,236,1,9500,0,9500
23111,3,229,2,10332,450,10782
23110,3,611,10,21772,350,22122
23107,1,229,8,12454,1100,13554
23106,1,229,3,4700,350,5050
23104,4,229,13,16676,350,17026
23103,0,705,4,16890,0,16890
23100,0,880,1,600,0,600
23099,1,234,8,13954,550,14504
23096,0,236,1,5000,0,5000
23095,1,231,4,5054,350,5404
23093,1,231,5,6299,338,6637
23091,12,238,12,54272,175,54447
23090,0,617,2,16040,0,16040
23089,0,238,2,7410,450,7860
23088,1,611,2,3444,338,3782
23086,1,234,3,4944,350,5294
23084,0,880,1,1050,0,1050
23078,20,237,3,28935,8750,37685
23077,0,229,2,18500,0,18500
23075,0,236,2,6696,900,7596
23074,0,229,3,3805,350,4155
23072,0,229,15,26867,450,27317
23071,0,880,1,9754,0,9754
23068,3,236,14,25415,1350,26765
23067,1,229,6,8765,700,9465
23065,2,617,9,21898,900,22798
23064,0,232,1,3500,200,3700
23063,0,705,2,3444,350,3794
23062,1,229,6,11454,225,11679
23061,0,229,3,4944,350,5294
23060,0,229,5,12596,0,12596
23056,0,232,10,85300,0,85300
23052,7,231,11,42945,3150,46095
23051,9,231,12,56745,10500,67245
23050,0,880,3,4944,450,5394
23049,0,229,2,4700,450,5150
23047,1,229,5,11454,450,11904
23046,2,693,10,12598,350,12948
23044,3,229,5,11144,4200,15344
23042,0,693,3,4944,175,5119
23041,0,880,1,1750,0,1750
23040,5,229,2,15000,6750,21750
23039,3,844,6,33792,1650,35442
23038,7,239,3,32578,1800,34378
23037,2,617,3,9888,640,10528
23034,0,610,3,5944,175,6119
23033,1,229,3,4944,450,5394
23032,0,705,2,1460,0,1460
23031,1,687,3,6444,350,6794
23029,3,231,14,19325,175,19500
23027,1,238,7,12954,450,13404
23025,0,229,3,4954,450,5404
23023,0,240,1,4800,0,4800
23021,0,229,5,8944,350,9294
23020,3,229,3,2980,700,3680
23015,0,233,1,600,0,600
23014,0,229,9,10575,0,10575
23012,3,240,8,19212,700,19912
23010,36,233,5,26664,46150,72814
23006,0,880,3,1966,338,2304
23003,2,687,11,33438,900,34338
23002,0,229,5,11500,0,11500
22996,1,611,2,3444,225,3669
22995,2,617,2,2300,700,3000
22991,6,229,3,-2400,2700,300
22990,0,232,25,27729,0,27729
22989,1,229,2,3954,450,4404
22987,1,234,3,4944,350,5294
22986,9,610,15,89395,2450,91845
22985,1,229,3,4944,450,5394
22983,2,229,9,10928,450,11378
22982,0,233,1,16000,0,16000
22981,0,229,1,2444,0,2444
22978,0,705,43,843428,450,843878
22977,1,229,6,11904,550,12454
22976,0,235,3,23100,0,23100
22975,9,229,31,60447,700,61147
22974,0,705,1,4825,0,4825
22973,4,229,6,19776,1350,21126
22972,0,235,1,37000,0,37000
22970,3,236,8,37792,1650,39442
22968,1,234,2,2000,700,2700
22967,3,229,13,14115,350,14465
22963,1,229,6,23700,0,23700
22961,0,232,2,12180,0,12180
22956,0,229,8,13650,0,13650
22955,3,236,14,31220,450,31670
22954,5,229,11,23634,225,23859
22952,0,880,1,5000,0,5000
22951,1,229,3,3824,450,4274
22946,10,239,6,125540,5500,131040
22940,1,229,3,4944,175,5119
22939,1,229,6,11454,660,12114
22937,1,229,1,6520,0,6520
22936,3,236,3,14832,525,15357
22934,3,850,5,17332,1050,18382
22932,0,233,1,5128,0,5128
22931,0,880,4,4550,350,4900
22930,1,705,3,3104,175,3279
22927,0,229,9,34400,0,34400
22925,1,229,2,3500,175,3675
22924,8,231,18,34746,175,34921
22922,4,230,6,19006,175,19181
22921,0,232,23,85390,0,85390
22920,0,237,3,4944,350,5294
22919,3,229,5,10962,350,11312
22917,2,862,3,10610,700,11310
22911,1,844,3,4444,343,4787
22908,2,229,7,16036,900,16936
22906,2,229,2,3500,450,3950
22905,1,229,8,13224,350,13574
22903,1,229,6,11844,450,12294
22902,0,234,2,6574,700,7274
22899,4,233,3,19776,1400,21176
22895,1,229,3,4944,350,5294
22892,1,844,6,11815,550,12365
22891,0,229,1,1500,350,1850
22890,2,229,3,7510,900,8410
22887,2,229,6,35948,1100,37048
22886,4,617,10,14237,2800,17037
22883,0,880,10,37080,0,37080
22882,4,693,9,8486,175,8661
22880,5,229,2,17220,1750,18970
22879,8,238,6,17358,225,17583
22878,0,238,3,4944,0,4944
22873,1,236,5,6954,350,7304
22871,1,229,4,7444,436,7880
22870,0,229,3,9888,450,10338
22868,2,838,7,12640,450,13090
22867,1,229,7,17654,450,18104
22866,1,240,7,11310,321,11631
22865,0,229,11,23554,0,23554
22862,3,237,15,24646,450,25096
22860,0,610,5,14240,0,14240
22854,3,229,3,3944,350,4294
22850,1,239,3,4254,350,4604
22848,3,229,16,27056,225,27281
22847,0,229,1,3990,0,3990
22845,0,232,2,3000,7661,10661
22844,1,234,7,13454,450,13904
22842,1,229,15,53428,450,53878
22839,1,231,3,4217,338,4555
22838,0,231,5,6299,350,6649
22837,11,229,12,29064,1100,30164
22836,0,236,6,23630,1100,24730
22835,5,237,3,23770,1750,25520
22834,1,229,5,7204,399,7603
22833,2,234,12,15598,350,15948
22832,2,233,16,26950,450,27400
22831,1,617,3,4700,450,5150
22828,1,229,2,3444,450,3894
22824,0,229,7,10320,175,10495
22820,5,862,18,72328,700,73028
22819,1,239,3,4944,175,5119
22816,0,241,1,1300,0,1300
22814,0,233,1,21500,0,21500
22813,0,229,6,41856,1800,43656
22812,0,229,3,5000,350,5350
22808,0,231,4,24670,2250,26920
22806,1,229,1,1500,450,1950
22805,1,236,6,6549,350,6899
22804,0,241,4,10600,0,10600
22802,1,239,10,29363,428,29791
22801,0,229,39,75910,450,76360
22800,0,229,42,79235,450,79685
22799,3,241,5,12388,700,13088
